gene_name	gene_symbol	chrom	strand
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541103	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541104	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541105	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541106	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541107	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541108	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541109	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541110	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541111	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541112	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541113	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541114	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541115	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541116	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541117	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541118	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541119	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541120	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541121	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541122	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541123	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541124	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541125	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541126	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541127	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541128	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541129	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541130	chrY	1
DQ907162;FJ541103;FJ541104;FJ541105;FJ541106;FJ541107;FJ541108;FJ541109;FJ541110;FJ541111;FJ541112;FJ541113;FJ541114;FJ541115;FJ541116;FJ541117;FJ541118;FJ541119;FJ541120;FJ541121;FJ541122;FJ541123;FJ541124;FJ541125;FJ541126;FJ541127;FJ541128;FJ541129;FJ541130;FJ541131;FJ541132;FJ541133;FJ541134;FJ541135;FJ541136;FJ541137;FJ541138;FJ541139;FJ541140;FJ541141;FJ541143;FJ541144;FJ541145;FJ541146;FJ541147;FJ541148;FJ541149;FJ541150;FJ541151;FJ541152;FJ541153;FJ541154;FJ541155;FJ541156;FJ541157;FJ541158;FJ541159;FJ541160;FJ541161;FJ541162;FJ541163;FJ541164;FJ541165;FJ541166;FJ541167;FJ541168;FJ541169;FJ541170;FJ541171;FJ541172;FJ541173;FJ541174;FJ541175;FJ541177;FJ541178;FJ541179;FJ541180;FJ541181	FJ541131	chrY	1
