chrom	start	end	strand	gene_name
chr3	100293114	100293115	-1	Fam46c
chrX	105011910	105011911	1	Fam46d
chr5	93000562	93000563	1	Fam47e
chr5	92984113	92984114	1	Fam47e
chr12	12268944	12268945	1	Fam49a
chr15	63892009	63892010	-1	Fam49b
chr15	63829523	63829524	-1	Fam49b
chrX	71558371	71558372	1	Fam50a;Mir7092
chr13	34831510	34831511	1	Fam50b
chr13	34826718	34826719	1	Fam50b
chr5	33972283	33972284	-1	Fam53a
chr7	140004878	140004879	-1	Fam53b
chr7	139978617	139978618	-1	Fam53b
chr7	139994446	139994447	-1	Fam53b
chr7	139968598	139968599	-1	Fam53b
chr7	140005568	140005569	-1	Fam53b
chr18	34918559	34918560	1	Fam53c
chr18	34919209	34919210	1	Fam53c
chr11	76015557	76015558	1	Fam57a
chr11	75993172	75993173	1	Fam57a
chr7	133960398	133960399	1	Fam57b
chr7	133966816	133966817	1	Fam57b
chr7	133968166	133968167	1	Fam57b
chr7	133956196	133956197	1	Fam57b
chr11	78565230	78565231	-1	Fam58b
chr6	148894953	148894954	-1	Fam60a
chr6	148893155	148893156	-1	Fam60a
chr9	70504980	70504981	-1	Fam63b
chr11	71856003	71856004	1	Fam64a
chr8	108129128	108129129	1	Fam65a;Mir1966
chr8	108139365	108139366	1	Fam65a;Mir1966
chr13	24730516	24730517	1	Fam65b
chr13	24706478	24706479	1	Fam65b
chr2	167836092	167836093	-1	Fam65c
chr5	108416095	108416096	-1	Fam69a
chr2	26483976	26483977	1	Fam69b
chr2	26484021	26484022	1	Fam69b
chr18	84889633	84889634	1	Fam69c
chr1	192988695	192988696	-1	Fam71a
chr11	46218231	46218232	1	Fam71b
chr12	79792521	79792522	1	Fam71d
chr7	51751957	51751958	1	Fam71e1
chr7	51752011	51752012	1	Fam71e1
chr7	4722871	4722872	-1	Fam71e2
chr6	29269139	29269140	1	Fam71f1
chr6	29231140	29231141	1	Fam71f2
chr1	133424565	133424566	1	Fam72a
chr3	152003370	152003371	-1	Fam73a
chr2	30219854	30219855	1	Fam73b
chr2	30219764	30219765	1	Fam73b
chr4	132478465	132478466	-1	Fam76a
chr9	13632170	13632171	1	Fam76b
chr9	13641146	13641147	1	Fam76b
chr2	31939224	31939225	-1	Fam78a
chr2	31940188	31940189	-1	Fam78a
chr1	168931547	168931548	1	Fam78b
chr9	69989363	69989364	-1	Fam81a
chr15	57817457	57817458	1	Fam83a
chr9	76393649	76393650	-1	Fam83b
chr9	76414921	76414922	-1	Fam83b
chr2	155660589	155660590	-1	Fam83c
chr2	158593834	158593835	1	Fam83d
chr2	158607143	158607144	1	Fam83d
chr7	52976589	52976590	1	Fam83e
chr15	80502276	80502277	1	Fam83f
chr11	61497911	61497912	1	Fam83g
chr11	61497592	61497593	1	Fam83g
chr15	75839927	75839928	-1	Fam83h
chr15	75844765	75844766	-1	Fam83h
chr12	14158843	14158844	-1	Fam84a
chr15	60656634	60656635	-1	Fam84b
chr8	127275708	127275709	-1	Fam89a
chr19	5731720	5731721	-1	Fam89b;Sssca1
chr4	12099161	12099162	-1	Fam92a
chr8	122701368	122701369	-1	Fam92b
chr9	65974417	65974418	1	Fam96a
chr9	65981238	65981239	1	Fam96a
chr8	107165627	107165628	-1	Fam96b
chr17	75951285	75951286	-1	Fam98a
chr2	117075474	117075475	1	Fam98b
chr7	29941228	29941229	-1	Fam98c
chr7	29941201	29941202	-1	Fam98c
chr7	29941221	29941222	-1	Fam98c
chr7	71518980	71518981	-1	Fan1
chr7	71518639	71518640	-1	Fan1
chr8	125842475	125842476	-1	Fanca
chr8	125837272	125837273	-1	Fanca
chr8	125815372	125815373	-1	Fanca
chrX	161418523	161418524	1	Fancb
chr13	63533052	63533053	-1	Fancc
chr6	113481675	113481676	1	Fancd2
chr17	28450474	28450475	1	Fance
chr7	59117636	59117637	-1	Fancf
chr4	43023172	43023173	-1	Fancg
chr4	43023359	43023360	-1	Fancg
chr7	86537223	86537224	1	Fanci
chr7	86544021	86544022	1	Fanci
chr11	26287083	26287084	1	Fancl
chr12	66176592	66176593	1	Fancm
chr7	140968573	140968574	1	Fank1
chr2	62412077	62412078	-1	Fap
chr2	62401773	62401774	-1	Fap
chr7	120657375	120657376	1	Far1
chr7	120690915	120690916	1	Far1
chr6	147995937	147995938	1	Far2
chr14	121434795	121434796	1	Farp1
chr1	95408680	95408681	1	Farp2
chr13	36209279	36209280	1	Fars2
chr8	87380884	87380885	1	Farsa;Mir7069
chr1	78485420	78485421	-1	Farsb
chr19	34365148	34365149	1	Fas
chr1	163718625	163718626	-1	Fasl
chr11	120685860	120685861	-1	Fasn
chr2	69550662	69550663	-1	Fastkd1
chr2	69543588	69543589	-1	Fastkd1
chr1	63777198	63777199	1	Fastkd2
chr13	68721124	68721125	1	Fastkd3
chr2	130455762	130455763	-1	Fastkd5;Ubox5
chr8	46035561	46035562	1	Fat1
chr8	46118692	46118693	1	Fat1
chr8	46129276	46129277	1	Fat1
chr11	55125758	55125759	-1	Fat2
chr9	16182674	16182675	-1	Fat3
chr9	15762265	15762266	-1	Fat3
chr3	38785861	38785862	1	Fat4
chrX	69218324	69218325	1	Fate1
chr19	6057887	6057888	1	Fau
chr19	6057966	6057967	1	Fau
chr11	116029491	116029492	-1	Fbf1
chr11	116029461	116029462	-1	Fbf1
chr11	116027225	116027226	-1	Fbf1
chr11	116010835	116010836	-1	Fbf1
chr7	28954766	28954767	1	Fbl
chr4	141155838	141155839	-1	Fblim1
chr4	141161966	141161967	-1	Fblim1
chr11	35612385	35612386	-1	Fbll1
chr6	91162757	91162758	1	Fbln2
chr6	91215872	91215873	1	Fbln2
chr12	103057264	103057265	-1	Fbln5
chr2	128689667	128689668	1	Fbln7
chr2	125332173	125332174	-1	Fbn1
chr2	125333728	125333729	-1	Fbn1
chr18	58369579	58369580	-1	Fbn2
chr13	62989595	62989596	-1	Fbp1
chr13	62959729	62959730	-1	Fbp2
chr5	110877521	110877522	-1	Fbrsl1
chr5	110816145	110816146	-1	Fbrsl1
chr7	134628734	134628735	1	Fbrs;Mir7060
chr7	134630362	134630363	1	Fbrs;Mir7060
chr9	20449210	20449211	-1	Fbxl12
chr9	20448741	20448742	-1	Fbxl12
chr9	20449190	20449191	-1	Fbxl12
chr5	21151422	21151423	-1	Fbxl13
chr6	119429685	119429686	1	Fbxl14
chr19	46402673	46402674	1	Fbxl15
chr19	46402676	46402677	1	Fbxl15
chr17	25946029	25946030	1	Fbxl16
chr17	25953263	25953264	1	Fbxl16
chr17	63849928	63849929	-1	Fbxl17
chr17	63842101	63842102	-1	Fbxl17
chr17	63801046	63801047	-1	Fbxl17
chr5	143656916	143656917	-1	Fbxl18
chr7	134890288	134890289	1	Fbxl19
chr7	134891660	134891661	1	Fbxl19
chr7	134893661	134893662	1	Fbxl19
chr9	113935868	113935869	-1	Fbxl2
chr11	98010929	98010930	-1	Fbxl20
chr11	98011476	98011477	-1	Fbxl20
chr13	56623868	56623869	1	Fbxl21
chr13	56633653	56633654	1	Fbxl21
chr9	66362399	66362400	-1	Fbxl22
chr14	103498725	103498726	-1	Fbxl3
chr14	103498213	103498214	-1	Fbxl3
chr4	22284711	22284712	1	Fbxl4
chr5	44173387	44173388	-1	Fbxl5
chr15	76369175	76369176	-1	Fbxl6
chr15	76369164	76369165	-1	Fbxl6
chr15	76369163	76369164	-1	Fbxl6
chr15	26825318	26825319	-1	Fbxl7
chr8	107788547	107788548	1	Fbxl8
chr4	45097475	45097476	-1	Fbxo10
chr17	88464624	88464625	-1	Fbxo11
chr17	88464583	88464584	-1	Fbxo11
chr17	88395706	88395707	-1	Fbxo11
chr18	85104416	85104417	1	Fbxo15
chr14	65885537	65885538	1	Fbxo16
chr7	29501808	29501809	1	Fbxo17
chr2	11699153	11699154	-1	Fbxo18
chr2	11699175	11699176	-1	Fbxo18
chr2	11699133	11699134	-1	Fbxo18
chr2	11691529	11691530	-1	Fbxo18
chr4	147534776	147534777	1	Fbxo2
chr5	118426778	118426779	1	Fbxo21
chr9	55056741	55056742	1	Fbxo22
chr9	55056792	55056793	1	Fbxo22
chr9	55057078	55057079	1	Fbxo22
chr5	138066305	138066306	-1	Fbxo24
chr8	13907805	13907806	1	Fbxo25
chr7	29477867	29477868	1	Fbxo27
chr7	29478162	29478163	1	Fbxo27
chr1	184271736	184271737	-1	Fbxo28
chr1	184248517	184248518	-1	Fbxo28
chr2	103867955	103867956	1	Fbxo3
chr10	11001127	11001128	1	Fbxo30
chr10	11001384	11001385	1	Fbxo30
chr8	124102705	124102706	-1	Fbxo31
chr15	58046432	58046433	-1	Fbxo32
chr12	60320469	60320470	-1	Fbxo33
chr12	60306675	60306676	-1	Fbxo33
chr14	48092235	48092236	1	Fbxo34
chr18	62708396	62708397	-1	Fbxo38
chr18	62690479	62690480	-1	Fbxo38
chr11	72127945	72127946	1	Fbxo39
chr15	3929572	3929573	-1	Fbxo4
chr16	36979221	36979222	-1	Fbxo40
chr16	36990301	36990302	-1	Fbxo40
chr16	36970850	36970851	-1	Fbxo40
chr6	85452879	85452880	-1	Fbxo41
chr4	140703836	140703837	1	Fbxo42
chr15	36094638	36094639	-1	Fbxo43
chr4	147534172	147534173	-1	Fbxo44
chr4	147533703	147533704	-1	Fbxo44
chr4	147534174	147534175	-1	Fbxo44
chr16	32247110	32247111	-1	Fbxo45
chr7	19705207	19705208	1	Fbxo46
chr11	97745467	97745468	-1	Fbxo47
chr11	97716865	97716866	-1	Fbxo47
chr11	16851412	16851413	1	Fbxo48
chr11	16851377	16851378	1	Fbxo48
chr4	147526137	147526138	-1	Fbxo6;Mir7022
chr4	147526033	147526034	-1	Fbxo6;Mir7022
chr4	147526243	147526244	-1	Fbxo6;Mir7022
chr10	85484673	85484674	1	Fbxo7
chr10	85484933	85484934	1	Fbxo7
chr8	59029930	59029931	1	Fbxo8
chr9	77956462	77956463	-1	Fbxo9
chr9	77956859	77956860	-1	Fbxo9
chr11	62660624	62660625	1	Fbxw10;Trim16
chr11	62633970	62633971	1	Fbxw10;Trim16
chr11	62633754	62633755	1	Fbxw10;Trim16
chr11	62647301	62647302	1	Fbxw10;Trim16
chr11	32542874	32542875	1	Fbxw11
chr9	109098488	109098489	-1	Fbxw13
chr9	109190189	109190190	-1	Fbxw14
chr9	109470775	109470776	-1	Fbxw15
chr9	109351653	109351654	-1	Fbxw16
chr13	50513245	50513246	1	Fbxw17
chr9	109605213	109605214	-1	Fbxw18
chr9	109398367	109398368	-1	Fbxw19
chr2	34681754	34681755	-1	Fbxw2
chr2	34678700	34678701	-1	Fbxw2
chr2	34678494	34678495	-1	Fbxw2
chr2	34681673	34681674	-1	Fbxw2
chr9	109137237	109137238	-1	Fbxw20
chr9	109064535	109064536	-1	Fbxw21
chr9	109306809	109306810	-1	Fbxw22
chr9	109528570	109528571	-1	Fbxw24
chr9	109648602	109648603	-1	Fbxw26
chr9	109242172	109242173	-1	Fbxw28
chr19	45734682	45734683	-1	Fbxw4
chr2	25356297	25356298	1	Fbxw5
chr2	25356408	25356409	1	Fbxw5
chr5	118605466	118605467	-1	Fbxw8
chr5	118563777	118563778	-1	Fbxw8
chr8	87584017	87584018	1	Fbxw9;Mir7070
chr8	87584427	87584428	1	Fbxw9;Mir7070
chr1	132697478	132697479	1	Fcamr
chr1	175157359	175157360	-1	Fcer1a
chr1	173164479	173164480	-1	Fcer1g
chr8	3694173	3694174	-1	Fcer2a
chr8	3691220	3691221	-1	Fcer2a
chr8	3690389	3690390	-1	Fcer2a
chr8	3690860	3690861	-1	Fcer2a
chr12	86311879	86311880	1	Fcf1
chr7	28856254	28856255	1	Fcgbp
chr7	28885827	28885828	1	Fcgbp
chr7	28898845	28898846	1	Fcgbp
chr3	96097891	96097892	-1	Fcgr1
chr3	96090027	96090028	-1	Fcgr1
chr1	172906201	172906202	-1	Fcgr2b
chr1	172906677	172906678	-1	Fcgr2b
chr1	172906177	172906178	-1	Fcgr2b
chr1	172989533	172989534	-1	Fcgr3
chr1	172988182	172988183	-1	Fcgr3
chr1	172949056	172949057	1	Fcgr4
chr7	52359191	52359192	-1	Fcgrt
chr8	74249579	74249580	-1	Fcho1
chr8	74242290	74242291	-1	Fcho1
chr13	99585403	99585404	-1	Fcho2
chr13	99519274	99519275	-1	Fcho2
chr13	99505734	99505735	-1	Fcho2
chr18	38129384	38129385	-1	Fchsd1
chr7	108257288	108257289	1	Fchsd2
chr2	25483493	25483494	-1	Fcna
chr2	27940397	27940398	-1	Fcnb
chr3	87180308	87180309	1	Fcrl1
chr3	87239703	87239704	1	Fcrl5
chr1	174532681	174532682	-1	Fcrl6
chr1	174529455	174529456	-1	Fcrl6
chr1	172857713	172857714	-1	Fcrla
chr1	172843071	172843072	-1	Fcrlb
chr3	87067445	87067446	-1	Fcrls
chr14	63797327	63797328	-1	Fdft1
chr14	63798414	63798415	-1	Fdft1
chr9	51771637	51771638	-1	Fdx1
chr9	20877957	20877958	-1	Fdx1l;Gm38431;Mir7082;Raver1;Zglp1
chr9	20896431	20896432	-1	Fdx1l;Gm38431;Mir7082;Raver1;Zglp1
chr9	20872368	20872369	-1	Fdx1l;Gm38431;Mir7082;Raver1;Zglp1
chr9	50576342	50576343	1	Fdxacb1
chr11	115138282	115138283	-1	Fdxr
chr18	64648719	64648720	-1	Fech
chr17	56396215	56396216	1	Fem1a
chr9	62659454	62659455	-1	Fem1b
chr18	46685624	46685625	-1	Fem1c
chr17	64245366	64245367	1	Fer
chr2	155878682	155878683	-1	Fer1l4
chr2	155857180	155857181	-1	Fer1l4
chr12	34613289	34613290	1	Ferd3l
chr2	132771771	132771772	-1	Fermt1
chr14	46149739	46149740	-1	Fermt2
chr19	7093958	7093959	-1	Fermt3
chr7	87532831	87532832	-1	Fes
chr7	87532277	87532278	-1	Fes
chr16	22920294	22920295	1	Fetub
chr16	22918454	22918455	1	Fetub
chr1	74931981	74931982	-1	Fev
chr9	36651246	36651247	1	Fez1
chr9	36640268	36640269	1	Fez1
chr17	78817442	78817443	-1	Fez2
chr6	23198263	23198264	-1	Fezf1
chr14	13178378	13178379	-1	Fezf2
chr14	13178357	13178358	-1	Fezf2
chr7	31646488	31646489	-1	Ffar1
chr7	31605995	31605996	-1	Ffar2
chr7	31606210	31606211	-1	Ffar2
chr7	31606157	31606158	-1	Ffar2
chr7	31606666	31606667	-1	Ffar2
chr7	31608793	31608794	-1	Ffar2
chr7	31641196	31641197	-1	Ffar3
chr3	82830074	82830075	1	Fga
chr3	82853711	82853712	-1	Fgb
chrX	147481775	147481776	1	Fgd1
chr17	29497858	29497859	1	Fgd2
chr17	29502360	29502361	1	Fgd2
chr13	49404576	49404577	-1	Fgd3
chr13	49394388	49394389	-1	Fgd3
chr13	49415679	49415680	-1	Fgd3
chr16	16560288	16560289	-1	Fgd4
chr16	16504308	16504309	-1	Fgd4
chr16	16600131	16600132	-1	Fgd4
chr16	16527503	16527504	-1	Fgd4
chr16	16600643	16600644	-1	Fgd4
chr16	16560082	16560083	-1	Fgd4
chr16	16600437	16600438	-1	Fgd4
chr6	91936794	91936795	1	Fgd5
chr6	91928871	91928872	1	Fgd5
chr6	91937154	91937155	1	Fgd5
chr6	92017422	92017423	1	Fgd5
chr10	93498745	93498746	1	Fgd6
chr18	39078352	39078353	-1	Fgf1
chr18	39089057	39089058	-1	Fgf1
chr18	39026400	39026401	-1	Fgf1
chr13	119503505	119503506	1	Fgf10
chr11	69615126	69615127	-1	Fgf11
chr16	28753287	28753288	-1	Fgf12
chr16	28445312	28445313	-1	Fgf12
chr16	28565036	28565037	-1	Fgf12
chrX	56387612	56387613	-1	Fgf13
chrX	56419348	56419349	-1	Fgf13
chrX	56838745	56838746	-1	Fgf13
chr14	125076348	125076349	-1	Fgf14
chr14	124591767	124591768	-1	Fgf14
chr7	152082436	152082437	1	Fgf15
chrX	102959815	102959816	1	Fgf16
chr14	71042074	71042075	-1	Fgf17
chr11	33047399	33047400	-1	Fgf18
chr3	37247574	37247575	1	Fgf2
chr3	37279580	37279581	1	Fgf2
chr8	41372306	41372307	-1	Fgf20
chr7	52870859	52870860	-1	Fgf21
chr10	79217863	79217864	1	Fgf22
chr6	127022919	127022920	1	Fgf23
chr7	152024516	152024517	1	Fgf3
chr7	152047290	152047291	1	Fgf4
chr5	98683202	98683203	1	Fgf5
chr6	126965559	126965560	1	Fgf6
chr2	125860393	125860394	1	Fgf7
chr2	125860708	125860709	1	Fgf7
chr19	45817373	45817374	-1	Fgf8
chr14	58691522	58691523	1	Fgf9
chr14	58693951	58693952	1	Fgf9
chr5	44373000	44373001	-1	Fgfbp1
chr19	36994088	36994089	-1	Fgfbp3
chr8	26629243	26629244	1	Fgfr1
chr8	26642721	26642722	1	Fgfr1
chr8	26665943	26665944	1	Fgfr1
chr17	8358382	8358383	1	Fgfr1op
chr6	146526432	146526433	1	Fgfr1op2
chr7	137410321	137410322	-1	Fgfr2
chr7	137405579	137405580	-1	Fgfr2
chr7	137407488	137407489	-1	Fgfr2
chr5	34064372	34064373	1	Fgfr3
chr5	34064408	34064409	1	Fgfr3
chr5	34064954	34064955	1	Fgfr3
chr13	55254178	55254179	1	Fgfr4
chr13	55256798	55256799	1	Fgfr4
chr13	55269166	55269167	1	Fgfr4
chr5	109123247	109123248	1	Fgfrl1
chr3	82811817	82811818	1	Fgg
chr4	95224197	95224198	1	Fggy
chr4	95246111	95246112	1	Fggy
chr4	95516272	95516273	1	Fggy
chr8	42300509	42300510	-1	Fgl1
chr5	20878490	20878491	1	Fgl2
chr4	132530009	132530010	1	Fgr
chr1	177555765	177555766	-1	Fh1
chr4	141567565	141567566	-1	Fhad1
chr4	141570996	141570997	-1	Fhad1
chr4	141489003	141489004	-1	Fhad1
chr4	141478340	141478341	-1	Fhad1
chr3	84284350	84284351	-1	Fhdc1
chr3	84283412	84283413	-1	Fhdc1
chr14	11994545	11994546	-1	Fhit
chr14	11958108	11958109	-1	Fhit
chr14	11285927	11285928	-1	Fhit
chrX	53985133	53985134	1	Fhl1
chrX	53984963	53984964	1	Fhl1
chrX	54032864	54032865	1	Fhl1
chrX	54041165	54041166	1	Fhl1
chr1	43220805	43220806	-1	Fhl2
chr1	43253605	43253606	-1	Fhl2
chr4	124377942	124377943	1	Fhl3
chr10	84565239	84565240	-1	Fhl4
chr4	25170022	25170023	-1	Fhl5
chr8	107871869	107871870	-1	Fhod1
chr18	24867945	24867946	1	Fhod3
chr18	25224717	25224718	1	Fhod3
chr2	31701524	31701525	-1	Fibcd1
chr2	110203149	110203150	-1	Fibin
chr19	5460693	5460694	1	Fibp
chr19	5463170	5463171	1	Fibp
chr19	5462466	5462467	1	Fibp
chr5	114185790	114185791	1	Ficd
chr7	52091657	52091658	1	Fig1ps;Gm21948;Il4i1;Nup62
chr7	52091660	52091661	1	Fig1ps;Gm21948;Il4i1;Nup62
chr7	52071739	52071740	1	Fig1ps;Gm21948;Il4i1;Nup62
chr10	41023046	41023047	-1	Fig4
chrX	160811479	160811480	1	Figf
chr6	85967184	85967185	1	Figla
chr2	63936068	63936069	-1	Fign
chr11	11708964	11708965	-1	Fignl1
chr9	79825688	79825689	-1	Filip1
chr9	79809788	79809789	-1	Filip1
chr16	57353389	57353390	1	Filip1l
chr16	57549354	57549355	1	Filip1l
chr5	74931506	74931507	1	Fip1l1
chr5	137437946	137437947	1	Fis1
chr5	137429144	137429145	1	Fis1
chr14	56194510	56194511	1	Fitm1
chr2	163298364	163298365	-1	Fitm2
chr7	4964843	4964844	-1	Fiz1
chr7	4965854	4965855	-1	Fiz1
chr7	4966329	4966330	-1	Fiz1
chr7	4966298	4966299	-1	Fiz1
chr7	4965804	4965805	-1	Fiz1
chr3	145313275	145313276	1	FJ422280
chr2	102291948	102291949	-1	Fjx1
chr11	100277007	100277008	1	Fkbp10
chr15	98558628	98558629	-1	Fkbp11
chr6	54543121	54543122	-1	Fkbp14
chr6	54547337	54547338	-1	Fkbp14
chr4	62021581	62021582	-1	Fkbp15
chr4	61998158	61998159	-1	Fkbp15
chr4	61993331	61993332	-1	Fkbp15
chr2	151368234	151368235	1	Fkbp1a
chr12	4848400	4848401	-1	Fkbp1b
chr19	7054950	7054951	-1	Fkbp2
chr12	66174924	66174925	-1	Fkbp3
chr17	28623056	28623057	-1	Fkbp5
chr17	28654468	28654469	-1	Fkbp5
chr5	135825860	135825861	-1	Fkbp6
chr5	135825744	135825745	-1	Fkbp6
chr8	73051641	73051642	1	Fkbp8
chr8	73051744	73051745	1	Fkbp8
chr6	56782052	56782053	1	Fkbp9
chr17	34781827	34781828	1	Fkbpl
chr4	53727053	53727054	1	Fktn
chr3	89215784	89215785	-1	Flad1;Lenep
chr3	89215790	89215791	-1	Flad1;Lenep
chr3	89206571	89206572	-1	Flad1;Lenep
chr3	89211477	89211478	-1	Flad1;Lenep
chr11	59623274	59623275	-1	Flcn
chr11	59623337	59623338	-1	Flcn
chr3	93081489	93081490	1	Flg
chr3	93001194	93001195	1	Flg2
chr9	32348952	32348953	-1	Fli1
chr11	60540722	60540723	-1	Flii
chrX	71491872	71491873	-1	Flna
chr14	8650470	8650471	1	Flnb
chr14	8751623	8751624	1	Flnb
chr6	29383152	29383153	1	Flnc
chr17	35960301	35960302	1	Flot1
chr11	77851442	77851443	1	Flot2
chr11	77862972	77862973	1	Flot2
chr19	7180218	7180219	-1	Flrt1
chr12	96930435	96930436	1	Flrt2
chr2	140497211	140497212	-1	Flrt3
chr5	148537563	148537564	-1	Flt1
chr5	148212064	148212065	-1	Flt3
chr7	52391801	52391802	-1	Flt3l
chr7	52391654	52391655	-1	Flt3l
chr7	52391453	52391454	-1	Flt3l
chr11	49423180	49423181	1	Flt4
chr17	23908557	23908558	-1	Flywch1
chr17	23900742	23900743	-1	Flywch1
chr17	23900284	23900285	-1	Flywch1
chr17	23907287	23907288	-1	Flywch1
chr17	23923043	23923044	-1	Flywch2
chr2	113167892	113167893	1	Fmn1
chr2	113203992	113203993	1	Fmn1
chr2	113281220	113281221	1	Fmn1
chr2	113548827	113548828	1	Fmn1
chr1	176431955	176431956	1	Fmn2
chr1	176538512	176538513	1	Fmn2
chr1	176542637	176542638	1	Fmn2
chr11	103032451	103032452	1	Fmnl1
chr11	103053625	103053626	1	Fmnl1
chr2	52716901	52716902	1	Fmnl2
chr15	99200896	99200897	-1	Fmnl3
chr1	164796678	164796679	-1	Fmo1
chr1	164790084	164790085	-1	Fmo1
chr1	164828842	164828843	-1	Fmo2
chr1	164828516	164828517	-1	Fmo2
chr1	164816645	164816646	-1	Fmo2
chr1	164914621	164914622	-1	Fmo3
chr1	164742783	164742784	-1	Fmo4
chr1	164743802	164743803	-1	Fmo4
chr3	97432726	97432727	1	Fmo5
chr3	97432760	97432761	1	Fmo5
chr1	164867355	164867356	-1	Fmo6
chr1	164867645	164867646	-1	Fmo6
chr1	168611975	168611976	-1	Fmo9
chr1	135934091	135934092	1	Fmod
chrX	65931729	65931730	1	Fmr1
chrX	65947972	65947973	1	Fmr1
chrX	65944675	65944676	1	Fmr1
chrX	66015013	66015014	1	Fmr1nb
chr1	71699744	71699745	-1	Fn1
chr1	71667392	71667393	-1	Fn1
chr11	121296266	121296267	1	Fn3k
chr11	121282686	121282687	1	Fn3krp
chr2	30997527	30997528	-1	Fnbp1
chr2	30952019	30952020	-1	Fnbp1
chr2	30908656	30908657	-1	Fnbp1
chr3	122322584	122322585	-1	Fnbp1l;Mir7657
chr2	90585526	90585527	1	Fnbp4
chrX	103450710	103450711	-1	Fnd3c2
chr17	7997838	7997839	-1	Fndc1
chr17	8020166	8020167	-1	Fndc1
chr14	73109809	73109810	-1	Fndc3a
chr14	73109348	73109349	-1	Fndc3a
chr3	27609360	27609361	-1	Fndc3b
chr3	27609319	27609320	-1	Fndc3b
chrX	103680567	103680568	-1	Fndc3c1
chr5	31598249	31598250	-1	Fndc4
chr4	128814303	128814304	1	Fndc5
chr3	108692925	108692926	-1	Fndc7
chr3	108684696	108684697	-1	Fndc7
chr3	108661530	108661531	-1	Fndc7
chr11	82705646	82705647	1	Fndc8
chr11	82711040	82711041	1	Fndc8
chr11	54251680	54251681	1	Fnip1
chr3	79371600	79371601	-1	Fnip2
chr3	79304443	79304444	-1	Fnip2
chr8	27126072	27126073	-1	Fnta
chr12	77938453	77938454	1	Fntb
chr7	93924373	93924374	-1	Folh1
chr7	109019196	109019197	-1	Folr1
chr7	109017817	109017818	-1	Folr1
chr7	109012658	109012659	-1	Folr1
chr7	109005707	109005708	-1	Folr2
chr7	108993830	108993831	-1	Folr2
chr12	86814850	86814851	1	Fos
chr7	19895393	19895394	-1	Fosb
chr19	5447697	5447698	1	Fosl1
chr5	32438844	32438845	1	Fosl2
chr5	32448893	32448894	1	Fosl2
chr12	58647107	58647108	-1	Foxa1
chr2	147872704	147872705	-1	Foxa2
chr2	147871640	147871641	-1	Foxa2
chr7	19608887	19608888	-1	Foxa3
chr9	69608746	69608747	-1	Foxb1
chr19	16948319	16948320	-1	Foxb2
chr13	31898514	31898515	1	Foxc1
chr8	123640070	123640071	1	Foxc2
chr13	99124199	99124200	1	Foxd1
chr4	114581502	114581503	-1	Foxd2
chr4	99322989	99322990	1	Foxd3
chr19	24975798	24975799	-1	Foxd4
chr4	46357065	46357066	1	Foxe1
chr4	114598617	114598618	-1	Foxe3
chr13	31717684	31717685	1	Foxf2
chr15	76500302	76500303	-1	Foxh1
chr11	34108088	34108089	-1	Foxi1
chr7	142602049	142602050	1	Foxi2
chr6	70906599	70906600	1	Foxi3
chr11	116196667	116196668	-1	Foxj1;Rnf157
chr11	116197703	116197704	-1	Foxj1;Rnf157
chr11	116274345	116274346	-1	Foxj1;Rnf157
chr11	116220394	116220395	-1	Foxj1;Rnf157
chr11	116220622	116220623	-1	Foxj1;Rnf157
chr6	122770201	122770202	1	Foxj2;Mir7231
chr4	119212292	119212293	1	Foxj3
chr5	142877450	142877451	1	Foxk1
chr11	121120996	121120997	1	Foxk2
chr8	123651584	123651585	1	Foxl1
chr9	98856025	98856026	1	Foxl2
chr9	98855728	98855729	-1	Foxl2os
chr11	78200059	78200060	-1	Foxn1
chr11	78185468	78185469	-1	Foxn1
chr17	88840051	88840052	1	Foxn2
chr5	114723769	114723770	-1	Foxn4
chr3	52072258	52072259	1	Foxo1
chr10	41996547	41996548	-1	Foxo3
chr10	41995403	41995404	-1	Foxo3
chrX	98449866	98449867	1	Foxo4
chr4	119959865	119959866	-1	Foxo6
chr6	99385338	99385339	-1	Foxp1
chr6	99216508	99216509	-1	Foxp1
chr6	98978291	98978292	-1	Foxp1
chr6	99470986	99470987	-1	Foxp1
chr6	99113022	99113023	-1	Foxp1
chr6	98978687	98978688	-1	Foxp1
chr6	98953673	98953674	-1	Foxp1
chr6	14851348	14851349	1	Foxp2
chr6	15135505	15135506	1	Foxp2
chrX	7156801	7156802	1	Foxp3;Ppp1r3fos
chrX	7157608	7157609	1	Foxp3;Ppp1r3fos
chr17	48061580	48061581	-1	Foxp4
chr13	31650038	31650039	1	Foxq1
chr9	44248950	44248951	-1	Foxr1
chrX	149553330	149553331	1	Foxr2
chr9	35018509	35018510	-1	Foxred1
chr9	35018554	35018555	-1	Foxred1
chr15	77787151	77787152	-1	Foxred2
chr15	77776317	77776318	-1	Foxred2
chr15	77787112	77787113	-1	Foxred2
chr2	152758943	152758944	-1	Foxs1
chr2	32549694	32549695	-1	Fpgs
chr3	154756341	154756342	-1	Fpgt
chr17	18020902	18020903	-1	Fpr1
chr17	18024787	18024788	1	Fpr2;Fpr3
chr17	18107421	18107422	1	Fpr2;Fpr3
chr17	20761840	20761841	-1	Fpr-rs3
chr17	18158696	18158697	1	Fpr-rs4
chr17	20320060	20320061	-1	Fpr-rs6
chr5	96802973	96802974	1	Fras1
chr19	41904459	41904460	1	Frat1
