gene_name	geneSymbol	chrom
F630043A04Rik;Ska3	F630043A04Rik	chr14
F630043A04Rik;Ska3	Ska3	chr14
F630110N24Rik	F630110N24Rik	chr10
F7	F7	chr8
F730043M19Rik	F730043M19Rik	chr12
F730047E07Rik;Mms22l	F730047E07Rik	chr4
F730047E07Rik;Mms22l	Mms22l	chr4
F8	F8	chrX
F830002L21Rik	F830002L21Rik	chr10
F830016B08Rik	F830016B08Rik	chr18
F830045P16Rik	F830045P16Rik	chr2
F8a	F8a	chrX
F9	F9	chrX
F930015N05Rik	F930015N05Rik	chr11
Fa2h	Fa2h	chr8
Faah	Faah	chr4
Fabp1	Fabp1	chr6
Fabp12	Fabp12	chr3
Fabp2	Fabp2	chr3
Fabp3	Fabp3	chr4
Fabp4	Fabp4	chr3
Fabp5	Fabp5	chr3
Fabp6	Fabp6	chr11
Fabp7	Fabp7	chr10
Fabp9;Pmp2	Fabp9	chr3
Fabp9;Pmp2	Pmp2	chr3
Face-2;Rce1	Face-2	chr19
Face-2;Rce1	Rce1	chr19
fad104;Fndc3b	fad104	chr3
fad104;Fndc3b	Fndc3b	chr3
Fadd	Fadd	chr7
Fads1	Fads1	chr19
Fads2	Fads2	chr19
Fads3	Fads3	chr19
Faf1	Faf1	chr4
Faf2;mKIAA0887	Faf2	chr13
Faf2;mKIAA0887	mKIAA0887	chr13
Fah	Fah	chr7
Fahd1	Fahd1	chr17
Fahd2a	Fahd2a	chr2
Faim	Faim	chr9
Faim2	Faim2	chr15
Faim3	Faim3	chr1
FAK;Ptk2	FAK	chr15
FAK;Ptk2	Ptk2	chr15
Fam100a	Fam100a	chr16
Fam100b	Fam100b	chr11
Fam101a	Fam101a	chr5
Fam101b	Fam101b	chr11
Fam102a	Fam102a	chr2
Fam102b	Fam102b	chr3
Fam103a1	Fam103a1	chr7
Fam105a	Fam105a	chr15
Fam105b	Fam105b	chr15
Fam107a	Fam107a	chr14
Fam107b	Fam107b	chr2
Fam108a	Fam108a	chr10
Fam108b;Fam108b1	Fam108b	chr19
Fam108b;Fam108b1	Fam108b1	chr19
Fam108c	Fam108c	chr7
Fam109a	Fam109a	chr5
Fam109b	Fam109b	chr15
Fam110a	Fam110a	chr2
Fam110b	Fam110b	chr4
Fam110c	Fam110c	chr12
Fam111a	Fam111a	chr19
Fam113a	Fam113a	chr2
Fam113b	Fam113b	chr15
Fam114a1	Fam114a1	chr5
Fam114a2	Fam114a2	chr11
Fam115a	Fam115a	chr6
Fam115c	Fam115c	chr6
Fam115e	Fam115e	chr6
Fam116a	Fam116a	chr14
Fam116b	Fam116b	chr15
Fam117a	Fam117a	chr11
Fam117b	Fam117b	chr1
Fam118a	Fam118a	chr15
Fam118b	Fam118b	chr9
Fam119a	Fam119a	chr1
Fam120a	Fam120a	chr13
Fam120b	Fam120b	chr17
Fam120c	Fam120c	chrX
Fam122a	Fam122a	chr19
Fam122b	Fam122b	chrX
Fam122c	Fam122c	chrX
Fam123a	Fam123a	chr14
Fam123b	Fam123b	chrX
Fam123c	Fam123c	chr1
Fam124b	Fam124b	chr1
Fam125a	Fam125a	chr8
Fam125b;mFLJ00022	Fam125b	chr2
Fam125b;mFLJ00022	mFLJ00022	chr2
Fam126b	Fam126b	chr1
Fam129a;Niban	Fam129a	chr1
Fam129a;Niban	Niban	chr1
Fam129b	Fam129b	chr2
Fam129c;Pgls	Fam129c	chr8
Fam129c;Pgls	Pgls	chr8
Fam131a	Fam131a	chr16
Fam131b	Fam131b	chr6
Fam131c	Fam131c	chr4
Fam132a	Fam132a	chr4
Fam132b	Fam132b	chr1
Fam134a	Fam134a	chr1
Fam134b	Fam134b	chr15
Fam134c	Fam134c	chr11
Fam135a	Fam135a	chr1
Fam135b	Fam135b	chr15
Fam136a	Fam136a	chr6
Fam13a	Fam13a	chr6
Fam13b	Fam13b	chr18
Fam13c;mKIAA1796	Fam13c	chr10
Fam13c;mKIAA1796	mKIAA1796	chr10
Fam149a	Fam149a	chr8
Fam149b;Fam149b1	Fam149b	chr14
Fam149b;Fam149b1	Fam149b1	chr14
Fam150a	Fam150a	chr1
Fam150b	Fam150b	chr12
Fam151a	Fam151a	chr4
Fam151b	Fam151b	chr13
Fam154a	Fam154a	chr4
Fam154b	Fam154b	chr7
Fam155a	Fam155a	chr8
Fam158a	Fam158a	chr14
Fam159a	Fam159a	chr4
Fam159b	Fam159b	chr13
Fam160a1	Fam160a1	chr3
Fam160a2	Fam160a2	chr7
Fam160b1;mKIAA1600	Fam160b1	chr19
Fam160b1;mKIAA1600	mKIAA1600	chr19
Fam160b2	Fam160b2	chr14
Fam161a	Fam161a	chr11
Fam161b	Fam161b	chr12
Fam162a	Fam162a	chr16
Fam162b	Fam162b	chr10
Fam163a	Fam163a	chr1
Fam163b	Fam163b	chr2
Fam164a	Fam164a	chr3
Fam164b	Fam164b	chr10
Fam164c	Fam164c	chr12
Fam165b	Fam165b	chr16
Fam166a	Fam166a	chr2
Fam166b	Fam166b	chr4
Fam167a	Fam167a	chr14
Fam167b	Fam167b	chr4
Fam168a	Fam168a	chr7
Fam168b	Fam168b	chr1
Fam169a	Fam169a	chr13
Fam169b	Fam169b	chr7
Fam170a	Fam170a	chr18
Fam170b	Fam170b	chr14
Fam171a1	Fam171a1	chr2
Fam171a2	Fam171a2	chr11
Fam171b	Fam171b	chr2
Fam172a	Fam172a	chr13
Fam173a	Fam173a	chr17
Fam173b	Fam173b	chr15
Fam174a	Fam174a	chr1
Fam174b	Fam174b	chr7
Fam175a	Fam175a	chr5
Fam176a	Fam176a	chr6
Fam176b	Fam176b	chr4
Fam177a	Fam177a	chr12
Fam178a	Fam178a	chr19
Fam178b	Fam178b	chr1
Fam179a	Fam179a	chr17
Fam179b	Fam179b	chr12
Fam180a	Fam180a	chr6
Fam181a	Fam181a	chr12
Fam181b	Fam181b	chr7
Fam183b	Fam183b	chr11
Fam184a	Fam184a	chr10
Fam184b	Fam184b	chr5
Fam185a	Fam185a	chr5
Fam186a	Fam186a	chr15
Fam186b	Fam186b	chr15
Fam187b;Tmem162	Fam187b	chr7
Fam187b;Tmem162	Tmem162	chr7
Fam188a	Fam188a	chr2
Fam188b	Fam188b	chr6
Fam189a1	Fam189a1	chr7
Fam189a2	Fam189a2	chr19
Fam18a	Fam18a	chr16
Fam18b	Fam18b	chr11
Fam190a	Fam190a	chr6
Fam190b;Gcap14	Fam190b	chr14
Fam190b;Gcap14	Gcap14	chr14
Fam192a	Fam192a	chr8
Fam193b	Fam193b	chr13
Fam194a	Fam194a	chr3
Fam195a	Fam195a	chr17
Fam195b	Fam195b	chr11
Fam196b	Fam196b	chr11
Fam198a	Fam198a	chr9
Fam198b	Fam198b	chr3
Fam199x	Fam199x	chrX
Fam19a1	Fam19a1	chr6
Fam19a2	Fam19a2	chr10
Fam19a3	Fam19a3	chr3
Fam19a4	Fam19a4	chr6
Fam19a5	Fam19a5	chr15
Fam20a	Fam20a	chr11
Fam20b	Fam20b	chr1
Fam20c	Fam20c	chr5
Fam23a	Fam23a	chr2
Fam24a	Fam24a	chr7
Fam25c	Fam25c	chr14
Fam26d	Fam26d	chr10
Fam26e	Fam26e	chr10
Fam26f	Fam26f	chr10
Fam32a	Fam32a	chr8
Fam36a	Fam36a	chr1
Fam38a	Fam38a	chr8
Fam38b	Fam38b	chr18
Fam3a	Fam3a	chrX
Fam3b	Fam3b	chr16
Fam3c	Fam3c	chr6
Fam40a	Fam40a	chr3
Fam40b;mKIAA1170	Fam40b	chr6
Fam40b;mKIAA1170	mKIAA1170	chr6
Fam43a	Fam43a	chr16
Fam43b	Fam43b	chr4
Fam45a	Fam45a	chr19
Fam46a	Fam46a	chr9
Fam46b	Fam46b	chr4
Fam46c	Fam46c	chr3
Fam46d	Fam46d	chrX
Fam47a-ps	Fam47a-ps	chrX
Fam47e;Gm1381	Fam47e	chr5
Fam47e;Gm1381	Gm1381	chr5
Fam49a	Fam49a	chr12
Fam49b	Fam49b	chr15
Fam4a2;St7;St7l	Fam4a2	chr3
Fam4a2;St7;St7l	St7	chr3
Fam4a2;St7;St7l	St7l	chr3
Fam4a2;St7;St7l	Fam4a2	chr6
Fam4a2;St7;St7l	St7	chr6
Fam4a2;St7;St7l	St7l	chr6
Fam50a	Fam50a	chrX
Fam50b	Fam50b	chr13
Fam53a	Fam53a	chr5
Fam53b	Fam53b	chr7
Fam53c	Fam53c	chr18
Fam54a	Fam54a	chr10
Fam54b	Fam54b	chr4
Fam55b	Fam55b	chr9
Fam55c	Fam55c	chr16
Fam55d	Fam55d	chr9
Fam57a	Fam57a	chr11
Fam57b	Fam57b	chr7
Fam58b	Fam58b	chr11
Fam59a	Fam59a	chr18
Fam59b	Fam59b	chr5
Fam5b	Fam5b	chr1
Fam60a	Fam60a	chr6
Fam63a	Fam63a	chr3
Fam63b;mKIAA1164	Fam63b	chr9
Fam63b;mKIAA1164	mKIAA1164	chr9
Fam64a	Fam64a	chr11
Fam65a;Mir1966	Fam65a	chr8
Fam65a;Mir1966	Mir1966	chr8
Fam65b	Fam65b	chr13
Fam69a	Fam69a	chr5
Fam69b	Fam69b	chr2
Fam69c	Fam69c	chr18
Fam70a	Fam70a	chrX
Fam70b	Fam70b	chr8
Fam71a	Fam71a	chr1
Fam71b	Fam71b	chr11
Fam71d	Fam71d	chr12
Fam71e1;GARI-L5	Fam71e1	chr7
Fam71e1;GARI-L5	GARI-L5	chr7
Fam71e2	Fam71e2	chr7
Fam71f1	Fam71f1	chr6
Fam71f2;GARI	Fam71f2	chr6
Fam71f2;GARI	GARI	chr6
Fam72a	Fam72a	chr1
Fam73a	Fam73a	chr3
Fam73b	Fam73b	chr2
Fam76a	Fam76a	chr4
Fam76b	Fam76b	chr9
Fam78a	Fam78a	chr2
Fam78b	Fam78b	chr1
Fam81a	Fam81a	chr9
Fam82a1	Fam82a1	chr17
Fam82a2	Fam82a2	chr2
Fam83a	Fam83a	chr15
Fam83b	Fam83b	chr9
Fam83c	Fam83c	chr2
Fam83d	Fam83d	chr2
Fam83e	Fam83e	chr7
Fam83f	Fam83f	chr15
Fam83g	Fam83g	chr11
Fam83h	Fam83h	chr15
Fam84a	Fam84a	chr12
Fam84b	Fam84b	chr15
Fam86	Fam86	chr16
Fam89a	Fam89a	chr8
Fam92a	Fam92a	chr4
Fam92b	Fam92b	chr8
Fam96a	Fam96a	chr9
Fam96b	Fam96b	chr8
Fam98a	Fam98a	chr17
Fam98b	Fam98b	chr2
Fam98c	Fam98c	chr7
Fan1	Fan1	chr7
Fanca	Fanca	chr8
Fancb	Fancb	chrX
Fancc	Fancc	chr13
Fancd2	Fancd2	chr6
Fance	Fance	chr17
Fancf	Fancf	chr7
Fancg	Fancg	chr4
Fanci	Fanci	chr7
Fancl;Pog	Fancl	chr11
Fancl;Pog	Pog	chr11
Fancm	Fancm	chr12
Fank1	Fank1	chr7
Fap	Fap	chr2
Far1	Far1	chr7
Far2	Far2	chr6
Farp1	Farp1	chr14
Farp2	Farp2	chr1
Fars2	Fars2	chr13
Farsa	Farsa	chr8
Farsb	Farsb	chr1
Fas	Fas	chr19
Fasl	Fasl	chr1
Fasn	Fasn	chr11
Fastkd1	Fastkd1	chr2
Fastkd2	Fastkd2	chr1
Fastkd3	Fastkd3	chr13
Fastkd5;Ubox5	Fastkd5	chr2
Fastkd5;Ubox5	Ubox5	chr2
Fat1;mfat1	Fat1	chr8
Fat1;mfat1	mfat1	chr8
Fat2	Fat2	chr11
Fat3	Fat3	chr9
Fat4	Fat4	chr3
Fate1	Fate1	chrX
Fau	Fau	chr19
Fba;Fbxo3	Fba	chr2
Fba;Fbxo3	Fbxo3	chr2
Fbf1	Fbf1	chr11
Fbl	Fbl	chr7
Fblim1	Fblim1	chr4
Fbll1	Fbll1	chr11
Fbln1	Fbln1	chr15
Fbln2	Fbln2	chr6
Fbln5	Fbln5	chr12
Fbln7	Fbln7	chr2
Fbn1	Fbn1	chr2
Fbn2;mKIAA4226	Fbn2	chr18
Fbn2;mKIAA4226	mKIAA4226	chr18
Fbp1	Fbp1	chr13
FBP11;Prpf40a	FBP11	chr2
FBP11;Prpf40a	Prpf40a	chr2
Fbp2	Fbp2	chr13
Fbrs	Fbrs	chr7
Fbxl12	Fbxl12	chr9
Fbxl13	Fbxl13	chr5
Fbxl14	Fbxl14	chr6
Fbxl15	Fbxl15	chr19
Fbxl16	Fbxl16	chr17
Fbxl17	Fbxl17	chr17
Fbxl18	Fbxl18	chr5
Fbxl19	Fbxl19	chr7
Fbxl2	Fbxl2	chr9
Fbxl20	Fbxl20	chr11
Fbxl21	Fbxl21	chr13
Fbxl22	Fbxl22	chr9
Fbxl3	Fbxl3	chr14
Fbxl4	Fbxl4	chr4
Fbxl5	Fbxl5	chr5
Fbxl6	Fbxl6	chr15
Fbxl7	Fbxl7	chr15
Fbxl8	Fbxl8	chr8
Fbxo10	Fbxo10	chr4
Fbxo11	Fbxo11	chr17
Fbxo15	Fbxo15	chr18
Fbxo16	Fbxo16	chr14
Fbxo17	Fbxo17	chr7
Fbxo18	Fbxo18	chr2
Fbxo2	Fbxo2	chr4
Fbxo21	Fbxo21	chr5
Fbxo22	Fbxo22	chr9
Fbxo24	Fbxo24	chr5
Fbxo25	Fbxo25	chr8
Fbxo27	Fbxo27	chr7
Fbxo28	Fbxo28	chr1
Fbxo30	Fbxo30	chr10
Fbxo31	Fbxo31	chr8
Fbxo32	Fbxo32	chr15
Fbxo33	Fbxo33	chr12
Fbxo34	Fbxo34	chr14
Fbxo36	Fbxo36	chr1
Fbxo38	Fbxo38	chr18
Fbxo39	Fbxo39	chr11
Fbxo4	Fbxo4	chr15
Fbxo40	Fbxo40	chr16
Fbxo41	Fbxo41	chr6
Fbxo42	Fbxo42	chr4
Fbxo43	Fbxo43	chr15
Fbxo44	Fbxo44	chr4
Fbxo45	Fbxo45	chr16
Fbxo46	Fbxo46	chr7
Fbxo47	Fbxo47	chr11
Fbxo48	Fbxo48	chr11
Fbxo5	Fbxo5	chr10
Fbxo6	Fbxo6	chr4
Fbxo7	Fbxo7	chr10
Fbxo8	Fbxo8	chr8
Fbxo9	Fbxo9	chr9
Fbxw10;Trim16	Fbxw10	chr11
Fbxw10;Trim16	Trim16	chr11
Fbxw13	Fbxw13	chr9
Fbxw14	Fbxw14	chr9
Fbxw15	Fbxw15	chr9
Fbxw16	Fbxw16	chr9
Fbxw17	Fbxw17	chr13
Fbxw18	Fbxw18	chr9
Fbxw19	Fbxw19	chr9
Fbxw2	Fbxw2	chr2
Fbxw20	Fbxw20	chr9
Fbxw21	Fbxw21	chr9
Fbxw22	Fbxw22	chr9
Fbxw24	Fbxw24	chr9
Fbxw26	Fbxw26	chr9
Fbxw28	Fbxw28	chr9
Fbxw4	Fbxw4	chr19
Fbxw5	Fbxw5	chr2
Fbxw7	Fbxw7	chr3
Fbxw8	Fbxw8	chr5
Fbxw9	Fbxw9	chr8
Fcamr	Fcamr	chr1
Fcer1a	Fcer1a	chr1
Fcer1g	Fcer1g	chr1
Fcer2a	Fcer2a	chr8
Fcf1	Fcf1	chr12
Fcgbp	Fcgbp	chr7
Fcgr1	Fcgr1	chr3
Fcgr2b	Fcgr2b	chr1
Fcgr3	Fcgr3	chr1
Fcgr4	Fcgr4	chr1
Fcgrt	Fcgrt	chr7
Fcho1	Fcho1	chr8
Fcho2	Fcho2	chr13
Fchsd1	Fchsd1	chr18
Fchsd2;mKIAA0769	Fchsd2	chr7
Fchsd2;mKIAA0769	mKIAA0769	chr7
Fcna	Fcna	chr2
Fcnb	Fcnb	chr2
Fcrl1	Fcrl1	chr3
Fcrl5	Fcrl5	chr3
Fcrl6	Fcrl6	chr1
Fcrla	Fcrla	chr1
Fcrlb	Fcrlb	chr1
Fcrls	Fcrls	chr3
Fdft1	Fdft1	chr14
Fdps	Fdps	chr3
Fdx1	Fdx1	chr9
Fdx1l;Raver1;Zglp1	Fdx1l	chr9
Fdx1l;Raver1;Zglp1	Raver1	chr9
Fdx1l;Raver1;Zglp1	Zglp1	chr9
Fdxacb1	Fdxacb1	chr9
Fdxr	Fdxr	chr11
Fech	Fech	chr18
FELE-1;Stab1	FELE-1	chr14
FELE-1;Stab1	Stab1	chr14
Fem1a	Fem1a	chr17
Fem1b	Fem1b	chr9
Fem1c	Fem1c	chr18
Fen1	Fen1	chr19
Fer1l4	Fer1l4	chr2
Ferd3l	Ferd3l	chr12
Fer;Fert2	Fer	chr17
Fer;Fert2	Fert2	chr17
Fermt1	Fermt1	chr2
Fermt2	Fermt2	chr14
Fermt3	Fermt3	chr19
Fes	Fes	chr7
Fetub	Fetub	chr16
Fev	Fev	chr1
Fez1	Fez1	chr9
Fez2	Fez2	chr17
Fezf1	Fezf1	chr6
Fezf2	Fezf2	chr14
Ffar1	Ffar1	chr7
Ffar2	Ffar2	chr7
Ffar3	Ffar3	chr7
Fga	Fga	chr3
Fgb	Fgb	chr3
Fgd1	Fgd1	chrX
Fgd2	Fgd2	chr17
Fgd3	Fgd3	chr13
Fgd4	Fgd4	chr16
Fgd5	Fgd5	chr6
Fgd6	Fgd6	chr10
Fgf1	Fgf1	chr18
Fgf10	Fgf10	chr13
Fgf11	Fgf11	chr11
Fgf12	Fgf12	chr16
Fgf13	Fgf13	chrX
Fgf14;FGF-14C (FHF-4C)	Fgf14	chr14
Fgf14;FGF-14C (FHF-4C)	FGF-14C (FHF-4C)	chr14
Fgf15	Fgf15	chr7
Fgf16	Fgf16	chrX
Fgf17	Fgf17	chr14
Fgf18	Fgf18	chr11
Fgf2	Fgf2	chr3
Fgf20	Fgf20	chr8
Fgf21	Fgf21	chr7
Fgf22	Fgf22	chr10
Fgf23	Fgf23	chr6
Fgf3	Fgf3	chr7
Fgf4	Fgf4	chr7
Fgf5	Fgf5	chr5
Fgf6	Fgf6	chr6
Fgf7	Fgf7	chr2
Fgf8	Fgf8	chr19
Fgf9	Fgf9	chr14
Fgfbp1	Fgfbp1	chr5
Fgfbp3	Fgfbp3	chr19
Fgfr1	Fgfr1	chr8
Fgfr1op	Fgfr1op	chr17
Fgfr1op2	Fgfr1op2	chr6
Fgfr2	Fgfr2	chr7
Fgfr3	Fgfr3	chr5
Fgfr4	Fgfr4	chr13
Fgfrl1	Fgfrl1	chr5
Fgg	Fgg	chr3
Fggy	Fggy	chr4
Fgl1	Fgl1	chr8
Fgl2	Fgl2	chr5
Fgr	Fgr	chr4
Fh1	Fh1	chr1
Fhad1	Fhad1	chr4
Fhdc1	Fhdc1	chr3
Fhit	Fhit	chr14
Fhl1	Fhl1	chrX
Fhl2	Fhl2	chr1
Fhl3	Fhl3	chr4
Fhl4	Fhl4	chr10
Fhl5	Fhl5	chr4
Fhod1	Fhod1	chr8
Fhod3;FHOS2	Fhod3	chr18
Fhod3;FHOS2	FHOS2	chr18
Fibcd1	Fibcd1	chr2
Fibin	Fibin	chr2
Fibp	Fibp	chr19
Ficd	Ficd	chr5
Fig4	Fig4	chr10
Figf	Figf	chrX
Figla	Figla	chr6
Fign	Fign	chr2
Fignl1	Fignl1	chr11
Filip1	Filip1	chr9
Filip1l	Filip1l	chr16
Fip1l1	Fip1l1	chr5
Fis1	Fis1	chr5
Fitm1	Fitm1	chr14
Fitm2	Fitm2	chr2
Fiz1	Fiz1	chr7
FJ422280	FJ422280	chr3
Fjx1	Fjx1	chr2
Fkbp10	Fkbp10	chr11
Fkbp11	Fkbp11	chr15
FKBP12-T1;Fkbp1a	FKBP12-T1	chr2
FKBP12-T1;Fkbp1a	Fkbp1a	chr2
Fkbp14	Fkbp14	chr6
Fkbp15	Fkbp15	chr4
Fkbp1b;FKBP1b-B	Fkbp1b	chr12
Fkbp1b;FKBP1b-B	FKBP1b-B	chr12
Fkbp2	Fkbp2	chr19
Fkbp3	Fkbp3	chr12
Fkbp4	Fkbp4	chr6
Fkbp5	Fkbp5	chr17
Fkbp6	Fkbp6	chr5
Fkbp7	Fkbp7	chr2
Fkbp8	Fkbp8	chr8
Fkbp9	Fkbp9	chr6
Fkbpl	Fkbpl	chr17
Fkrp	Fkrp	chr7
Fksg24;Mpv17l2	Fksg24	chr8
Fksg24;Mpv17l2	Mpv17l2	chr8
Fktn	Fktn	chr4
Flad1;Lenep	Flad1	chr3
Flad1;Lenep	Lenep	chr3
Flcn	Flcn	chr11
Flg	Flg	chr3
Flg2	Flg2	chr3
Fli1	Fli1	chr9
Flii	Flii	chr11
Flna	Flna	chrX
Flnb	Flnb	chr14
Flnc	Flnc	chr6
Flot1	Flot1	chr17
Flot2	Flot2	chr11
FLRG;Fstl3	FLRG	chr10
FLRG;Fstl3	Fstl3	chr10
Flrt1	Flrt1	chr19
Flrt2	Flrt2	chr12
Flrt3	Flrt3	chr2
Flt1	Flt1	chr5
Flt3	Flt3	chr5
Flt3l	Flt3l	chr7
Flt4	Flt4	chr11
Flywch1	Flywch1	chr17
Flywch2	Flywch2	chr17
Fmn1	Fmn1	chr2
Fmn2	Fmn2	chr1
Fmnl1;Fr1	Fmnl1	chr11
Fmnl1;Fr1	Fr1	chr11
Fmnl2;mKIAA1902	Fmnl2	chr2
Fmnl2;mKIAA1902	mKIAA1902	chr2
Fmnl3	Fmnl3	chr15
Fmo1	Fmo1	chr1
Fmo2	Fmo2	chr1
Fmo3	Fmo3	chr1
Fmo4	Fmo4	chr1
Fmo5	Fmo5	chr3
Fmo6	Fmo6	chr1
Fmo9	Fmo9	chr1
Fmod	Fmod	chr1
Fmr1	Fmr1	chrX
Fmr1nb	Fmr1nb	chrX
Fn1	Fn1	chr1
Fn3k	Fn3k	chr11
Fn3krp	Fn3krp	chr11
Fnbp1	Fnbp1	chr2
Fnbp1l	Fnbp1l	chr3
Fnbp4	Fnbp4	chr2
Fnd3c2	Fnd3c2	chrX
Fndc1	Fndc1	chr17
Fndc3a;mKIAA0970	Fndc3a	chr14
Fndc3a;mKIAA0970	mKIAA0970	chr14
Fndc3c1	Fndc3c1	chrX
Fndc4	Fndc4	chr5
Fndc5	Fndc5	chr4
Fndc7	Fndc7	chr3
Fndc8	Fndc8	chr11
Fnip1	Fnip1	chr11
Fnip2	Fnip2	chr3
Fnta	Fnta	chr8
Fntb	Fntb	chr12
Folh1	Folh1	chr7
Folr1	Folr1	chr7
Folr2	Folr2	chr7
Folr4	Folr4	chr9
Fos	Fos	chr12
Fosb	Fosb	chr7
Fosl1	Fosl1	chr19
Fosl2	Fosl2	chr5
Fox1;Rbfox1	Fox1	chr16
Fox1;Rbfox1	Rbfox1	chr16
Foxa1	Foxa1	chr12
Foxa2	Foxa2	chr2
Foxa3	Foxa3	chr7
Foxb1	Foxb1	chr9
Foxb2	Foxb2	chr19
Foxc1	Foxc1	chr13
Foxc2	Foxc2	chr8
Foxd1	Foxd1	chr13
Foxd2	Foxd2	chr4
Foxd3	Foxd3	chr4
Foxd4	Foxd4	chr19
Foxe1	Foxe1	chr4
Foxe3	Foxe3	chr4
Foxf1a	Foxf1a	chr8
Foxf2	Foxf2	chr13
Foxg1	Foxg1	chr12
Foxh1	Foxh1	chr15
Foxi1	Foxi1	chr11
Foxi2	Foxi2	chr7
Foxi3	Foxi3	chr6
Foxj1;Rnf157	Foxj1	chr11
Foxj1;Rnf157	Rnf157	chr11
Foxj2	Foxj2	chr6
Foxj3	Foxj3	chr4
Foxk1	Foxk1	chr5
Foxk2	Foxk2	chr11
Foxl1	Foxl1	chr8
Foxl2	Foxl2	chr9
Foxl2os	Foxl2os	chr9
Foxn1	Foxn1	chr11
Foxn2	Foxn2	chr17
Foxn4	Foxn4	chr5
Foxo1	Foxo1	chr3
Foxo3	Foxo3	chr10
Foxo4	Foxo4	chrX
Foxo6	Foxo6	chr4
Foxp1	Foxp1	chr6
Foxp2	Foxp2	chr6
Foxp4;mFKHLA	Foxp4	chr17
Foxp4;mFKHLA	mFKHLA	chr17
Foxq1	Foxq1	chr13
Foxr1	Foxr1	chr9
Foxr2	Foxr2	chrX
Foxred1	Foxred1	chr9
Foxred2	Foxred2	chr15
Foxs1	Foxs1	chr2
Fpgs	Fpgs	chr2
Fpgt	Fpgt	chr3
Fpr1	Fpr1	chr17
Fpr2;Fpr3	Fpr2	chr17
Fpr2;Fpr3	Fpr3	chr17
Fpr-rs3	Fpr-rs3	chr17
Fpr-rs4	Fpr-rs4	chr17
Fpr-rs6	Fpr-rs6	chr17
Frag1;Pgap2	Frag1	chr7
Frag1;Pgap2	Pgap2	chr7
Fras1	Fras1	chr5
Frat1	Frat1	chr19
Frat2	Frat2	chr19
Frem1;qbrick	Frem1	chr4
Frem1;qbrick	qbrick	chr4
Frem2	Frem2	chr3
Frem3	Frem3	chr8
Frg1	Frg1	chr8
Frk	Frk	chr10
Frmd3	Frmd3	chr4
Frmd4a	Frmd4a	chr2
Frmd4b	Frmd4b	chr6
Frmd5	Frmd5	chr2
Frmd6	Frmd6	chr12
Frmd7	Frmd7	chrX
Frmd8	Frmd8	chr19
Frmpd1	Frmpd1	chr4
Frmpd3	Frmpd3	chrX
Frmpd4	Frmpd4	chrX
Frrs1	Frrs1	chr3
Frs2	Frs2	chr10
Frs3	Frs3	chr17
Fry	Fry	chr5
Fryl	Fryl	chr5
Frzb	Frzb	chr2
Fscb	Fscb	chr12
Fscn1	Fscn1	chr5
Fscn2	Fscn2	chr11
Fscn3	Fscn3	chr6
Fsd1	Fsd1	chr17
Fsd1l	Fsd1l	chr4
Fsd2	Fsd2	chr7
Fshb	Fshb	chr2
Fshr	Fshr	chr17
Fsip1	Fsip1	chr2
Fst	Fst	chr13
Fstl1	Fstl1	chr16
Fstl4;mKIAA1061	Fstl4	chr11
Fstl4;mKIAA1061	mKIAA1061	chr11
Fstl5	Fstl5	chr3
Ftcd	Ftcd	chr10
Fth1	Fth1	chr19
Fthl17	Fthl17	chrX
Ftl1	Ftl1	chr7
Ftl2	Ftl2	chr4
Ftmt	Ftmt	chr18
Fto	Fto	chr8
Ftsj1	Ftsj1	chrX
Ftsj2	Ftsj2	chr5
Ftsj3	Ftsj3	chr11
Ftsjd1	Ftsjd1	chr8
Ftsjd2	Ftsjd2	chr17
Fubp1	Fubp1	chr3
Fubp3	Fubp3	chr2
Fuca1	Fuca1	chr4
Fuca2	Fuca2	chr10
Fuk;FuK	Fuk	chr8
Fuk;FuK	FuK	chr8
Fundc1	Fundc1	chrX
Fundc2	Fundc2	chrX
Furin	Furin	chr7
Fut1	Fut1	chr7
Fut10	Fut10	chr8
Fut2	Fut2	chr7
Fut4	Fut4	chr9
Fut4-ps1	Fut4-ps1	chr17
Fut7	Fut7	chr2
Fut8	Fut8	chr12
Fut9	Fut9	chr4
Fuz	Fuz	chr7
Fv1	Fv1	chr4
Fxn	Fxn	chr19
Fxr1	Fxr1	chr3
Fxr2	Fxr2	chr11
Fxyd1	Fxyd1	chr7
Fxyd2	Fxyd2	chr9
Fxyd3	Fxyd3	chr7
Fxyd4	Fxyd4	chr6
Fxyd5	Fxyd5	chr7
Fxyd6	Fxyd6	chr9
Fxyd7	Fxyd7	chr7
Fxy;Mid1	Fxy	chrX
Fxy;Mid1	Mid1	chrX
Fyb	Fyb	chr15
Fyco1	Fyco1	chr9
Fyn	Fyn	chr10
Fyr;Fzr1	Fyr	chr10
Fyr;Fzr1	Fzr1	chr10
Fyttd1	Fyttd1	chr16
Fzd1	Fzd1	chr5
Fzd10	Fzd10	chr5
Fzd2	Fzd2	chr11
Fzd3	Fzd3	chr14
Fzd4	Fzd4	chr7
Fzd5	Fzd5	chr1
Fzd6	Fzd6	chr15
Fzd7	Fzd7	chr1
Fzd8	Fzd8	chr18
Fzd9	Fzd9	chr5
G0s2	G0s2	chr1
G2e3	G2e3	chr12
G3bp2	G3bp2	chr5
G3BP;G3bp1	G3BP	chr11
G3BP;G3bp1	G3bp1	chr11
G530011O06Rik	G530011O06Rik	chrX
